,neighbourhood_cleansed,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,Home or apt,Hotel room,Private room,Shared room,Private Bath,Shared Bath,bathrooms_number,amenities,not_a_superhost,superhost
0,25392.0,8,3.0,5.0,79.0,1,32,1,0,0,0,1,0,2.0,17.0,0,1
1,25392.0,4,1.0,1.0,50.0,1,52,1,0,0,0,1,0,1.0,18.0,0,1
2,25392.0,2,1.0,1.0,38.0,1,71,1,0,0,0,1,0,1.0,17.0,0,1
3,25392.0,4,1.0,2.0,48.0,1,24,1,0,0,0,1,0,1.0,16.0,0,1
4,25392.0,4,1.0,1.0,47.0,1,17,1,0,0,0,1,0,1.0,17.0,0,1
5,165084.0,4,1.0,2.0,59.0,2,465,1,0,0,0,1,0,1.0,20.0,0,1
6,28598.0,1,1.0,0.0,39.0,1,0,0,0,1,0,0,1,1.0,5.0,1,0
7,4509.0,5,2.0,2.0,30.0,5,71,1,0,0,0,1,0,1.0,20.0,1,0
8,165084.0,7,3.0,5.0,120.0,2,121,1,0,0,0,1,0,1.5,20.0,0,1
9,23411.0,2,1.0,1.0,70.0,10,3,1,0,0,0,1,0,1.0,12.0,1,0
10,38531.0,6,4.0,4.0,50.0,2,343,1,0,0,0,1,0,2.0,19.0,1,0
11,24405.0,3,1.0,1.0,28.0,3,9,1,0,0,0,1,0,1.0,20.0,1,0
12,6160.0,2,1.0,1.0,32.0,2,458,1,0,0,0,1,0,1.5,19.0,0,1
13,24405.0,4,1.0,3.0,45.0,4,21,1,0,0,0,1,0,1.0,7.0,1,0
14,38531.0,4,1.0,4.0,75.0,4,0,1,0,0,0,1,0,1.0,5.0,1,0
15,33086.0,3,1.0,1.0,65.0,2,122,1,0,0,0,1,0,1.0,16.0,1,0
16,3780.0,5,1.0,0.0,56.0,2,31,1,0,0,0,1,0,1.5,19.0,1,0
17,32190.0,2,1.0,1.0,40.0,5,8,1,0,0,0,1,0,1.0,8.0,0,1
18,3780.0,7,2.0,7.0,69.0,2,46,1,0,0,0,1,0,1.0,20.0,1,0
19,23411.0,4,2.0,2.0,52.0,2,59,1,0,0,0,1,0,1.0,19.0,1,0
20,48959.0,4,1.0,1.0,55.0,3,177,1,0,0,0,1,0,1.0,11.0,1,0
21,33086.0,3,1.0,0.0,60.0,2,31,1,0,0,0,1,0,1.0,19.0,0,1
22,24405.0,4,2.0,2.0,61.0,1,173,1,0,0,0,1,0,1.0,20.0,0,1
23,5894.0,4,2.0,4.0,74.0,14,0,1,0,0,0,1,0,1.5,6.0,1,0
24,165084.0,4,2.0,2.0,35.0,2,116,1,0,0,0,1,0,1.0,18.0,1,0
25,6001.0,2,1.0,1.0,30.0,7,0,0,0,1,0,1,0,1.0,4.0,1,0
26,165084.0,2,1.0,1.0,36.0,2,51,1,0,0,0,1,0,1.0,18.0,1,0
27,2683.0,4,1.0,1.0,129.0,5,1,1,0,0,0,1,0,1.0,8.0,1,0
28,38531.0,8,2.0,8.0,21.0,3,39,1,0,0,0,1,0,1.0,19.0,1,0
29,28598.0,4,1.0,1.0,61.0,2,24,1,0,0,0,1,0,1.0,18.0,0,1
30,28598.0,4,1.0,1.0,62.0,2,11,1,0,0,0,1,0,1.0,18.0,0,1
31,15856.0,8,3.0,8.0,45.0,2,57,1,0,0,0,1,0,1.0,15.0,1,0
32,165084.0,2,1.0,1.0,193.0,2,472,1,0,0,0,1,0,1.0,20.0,0,1
33,48959.0,2,1.0,1.0,58.0,4,2,1,0,0,0,1,0,1.0,20.0,0,1
34,8220.0,4,2.0,3.0,58.0,2,21,1,0,0,0,1,0,1.5,7.0,1,0
35,165084.0,8,2.0,4.0,49.0,2,195,1,0,0,0,1,0,1.0,18.0,0,1
36,33086.0,3,1.0,1.0,65.0,2,446,1,0,0,0,1,0,1.0,9.0,0,1
37,38531.0,3,1.0,0.0,50.0,1,169,1,0,0,0,1,0,1.0,16.0,1,0
38,25392.0,5,1.0,2.0,29.0,7,332,1,0,0,0,1,0,1.0,19.0,1,0
39,12424.0,4,2.0,2.0,80.0,2,31,1,0,0,0,1,0,1.0,17.0,1,0
40,15856.0,3,1.0,1.0,60.0,7,24,1,0,0,0,1,0,1.0,20.0,1,0
41,38531.0,5,2.0,2.0,55.0,7,67,1,0,0,0,1,0,1.0,20.0,0,1
42,3780.0,8,3.0,4.0,1741.0,2,56,1,0,0,0,1,0,2.0,15.0,1,0
43,25345.0,4,1.0,2.0,138.0,2,60,1,0,0,0,1,0,1.0,19.0,1,0
44,25345.0,4,1.0,2.0,81.0,1000,16,1,0,0,0,1,0,1.0,20.0,1,0
45,165084.0,4,1.0,2.0,50.0,1,248,1,0,0,0,1,0,1.0,19.0,0,1
46,165084.0,3,1.0,1.0,120.0,1,1,1,0,0,0,1,0,1.0,6.0,1,0
47,4603.0,4,1.0,2.0,23.0,5,52,1,0,0,0,1,0,1.0,20.0,1,0
48,165084.0,5,2.0,3.0,125.0,1,255,1,0,0,0,1,0,1.0,18.0,0,1
49,68915.0,3,1.0,2.0,50.0,7,11,1,0,0,0,1,0,1.0,20.0,1,0
50,28598.0,4,1.0,0.0,57.0,2,8,1,0,0,0,1,0,1.0,19.0,0,1
51,28598.0,8,2.0,2.0,120.0,2,8,1,0,0,0,1,0,2.5,19.0,0,1
52,33086.0,3,1.0,1.0,80.0,1,17,1,0,0,0,1,0,1.0,15.0,0,1
53,24405.0,4,1.0,4.0,131.0,1,9,1,0,0,0,1,0,1.0,12.0,1,0
54,33086.0,4,2.0,2.0,40.0,3,102,1,0,0,0,1,0,1.0,18.0,0,1
55,28598.0,16,5.0,6.0,321.0,2,33,1,0,0,0,1,0,5.5,19.0,0,1
56,28598.0,4,1.0,1.0,57.0,2,7,1,0,0,0,1,0,1.0,19.0,0,1
57,28598.0,4,1.0,2.0,56.0,2,20,1,0,0,0,1,0,1.0,18.0,0,1
58,24405.0,5,2.0,4.0,121.0,1,18,1,0,0,0,1,0,1.0,12.0,1,0
59,24405.0,4,1.0,3.0,63.0,1,5,1,0,0,0,1,0,1.0,12.0,1,0
60,68915.0,2,1.0,1.0,62.0,3,34,1,0,0,0,1,0,1.0,20.0,0,1
61,165084.0,3,1.0,1.0,88.0,2,32,1,0,0,0,1,0,1.0,19.0,0,1
62,24405.0,2,1.0,1.0,131.0,1,98,1,0,0,0,1,0,1.0,12.0,1,0
63,24405.0,4,1.0,2.0,121.0,1,4,1,0,0,0,1,0,1.0,8.0,1,0
64,24405.0,2,1.0,2.0,79.0,1,76,1,0,0,0,1,0,1.0,12.0,1,0
65,24405.0,4,1.0,2.0,170.0,1,0,1,0,0,0,1,0,1.0,12.0,1,0
66,16742.0,5,2.0,0.0,60.0,3,14,1,0,0,0,1,0,1.5,15.0,1,0
67,2995.0,13,4.0,11.0,323.0,3,13,1,0,0,0,1,0,4.0,19.0,0,1
68,165084.0,3,1.0,2.0,38.0,2,367,1,0,0,0,1,0,1.0,16.0,0,1
69,2457.0,8,3.0,5.0,184.0,3,10,1,0,0,0,1,0,2.0,16.0,0,1
70,354.0,4,1.0,1.0,28.0,2,246,1,0,0,0,1,0,1.0,19.0,1,0
71,165084.0,2,1.0,1.0,70.0,2,142,1,0,0,0,1,0,1.0,14.0,0,1
72,8622.0,4,1.0,1.0,32.0,3,66,1,0,0,0,1,0,1.5,13.0,1,0
73,33086.0,4,1.0,3.0,75.0,2,186,1,0,0,0,1,0,1.0,19.0,0,1
74,165084.0,6,2.0,5.0,600.0,7,0,1,0,0,0,1,0,2.0,6.0,1,0
75,6001.0,5,3.0,3.0,33.0,2,271,1,0,0,0,1,0,1.0,19.0,0,1
76,28598.0,8,2.0,2.0,120.0,2,27,1,0,0,0,1,0,2.5,19.0,0,1
77,48959.0,2,1.0,1.0,50.0,5,38,1,0,0,0,1,0,1.5,18.0,1,0
78,24405.0,2,1.0,1.0,25.0,2,109,0,0,1,0,0,1,1.0,19.0,1,0
79,24405.0,6,2.0,3.0,55.0,2,57,1,0,0,0,1,0,1.0,18.0,1,0
80,80939.0,5,2.0,3.0,90.0,5,223,1,0,0,0,1,0,2.0,20.0,1,0
81,48959.0,3,2.0,1.0,39.0,3,84,1,0,0,0,1,0,1.0,19.0,0,1
82,3508.0,4,1.0,2.0,32.0,3,462,1,0,0,0,1,0,1.0,8.0,0,1
83,25345.0,4,2.0,2.0,50.0,5,126,1,0,0,0,1,0,1.0,19.0,1,0
84,33086.0,8,2.0,5.0,52.0,3,303,1,0,0,0,1,0,1.0,18.0,0,1
85,23411.0,12,4.0,8.0,301.0,3,6,1,0,0,0,1,0,4.0,16.0,0,1
86,48959.0,2,1.0,1.0,22.0,3,463,1,0,0,0,1,0,1.0,18.0,1,0
87,15856.0,8,2.0,8.0,45.0,2,16,1,0,0,0,1,0,1.0,15.0,1,0
88,16742.0,1,1.0,1.0,25.0,19,4,0,0,1,0,0,1,1.0,9.0,1,0
89,5541.0,4,2.0,2.0,25.0,3,445,1,0,0,0,1,0,1.0,17.0,0,1
90,68915.0,4,2.0,2.0,79.0,6,87,1,0,0,0,1,0,1.0,18.0,1,0
91,8220.0,2,1.0,0.0,45.0,3,175,1,0,0,0,1,0,1.0,19.0,1,0
92,28598.0,4,2.0,4.0,59.0,1,73,1,0,0,0,1,0,1.0,7.0,1,0
93,38531.0,4,2.0,1.0,350.0,3,2,1,0,0,0,1,0,3.5,10.0,1,0
94,165084.0,4,2.0,4.0,67.0,2,50,1,0,0,0,1,0,1.0,10.0,1,0
95,48959.0,3,1.0,1.0,70.0,3,0,1,0,0,0,1,0,2.0,11.0,1,0
96,15856.0,7,2.0,7.0,30.0,1,1,1,0,0,0,1,0,1.5,11.0,1,0
97,165084.0,2,1.0,1.0,255.0,2,277,1,0,0,0,1,0,1.0,20.0,0,1
98,2683.0,2,1.0,1.0,30.0,3,5,1,0,0,0,1,0,1.0,15.0,1,0
99,68915.0,4,1.0,2.0,74.0,3,77,1,0,0,0,1,0,1.0,18.0,0,1
100,32190.0,3,1.0,2.0,120.0,1,3,1,0,0,0,1,0,1.0,19.0,1,0
101,25392.0,4,2.0,3.0,35.0,3,30,1,0,0,0,1,0,1.0,9.0,1,0
102,48959.0,3,1.0,2.0,55.0,4,30,1,0,0,0,1,0,1.0,15.0,1,0
103,12424.0,6,2.0,2.0,60.0,2,23,1,0,0,0,1,0,1.0,19.0,1,0
104,10257.0,2,1.0,1.0,45.0,3,19,1,0,0,0,1,0,1.0,15.0,1,0
105,38531.0,2,1.0,1.0,40.0,2,46,0,0,1,0,0,1,1.0,6.0,0,1
106,48959.0,2,1.0,1.0,40.0,2,341,1,0,0,0,1,0,1.0,18.0,0,1
107,48959.0,3,1.0,0.0,40.0,2,362,1,0,0,0,1,0,1.0,18.0,0,1
108,165084.0,5,2.0,3.0,130.0,2,282,1,0,0,0,1,0,1.5,19.0,1,0
109,2591.0,3,1.0,0.0,18.0,30,114,1,0,0,0,1,0,1.0,16.0,1,0
110,15856.0,5,2.0,4.0,50.0,7,56,1,0,0,0,1,0,1.5,14.0,0,1
111,165084.0,2,1.0,1.0,40.0,3,389,1,0,0,0,1,0,1.0,14.0,0,1
112,33086.0,2,1.0,1.0,32.0,2,363,1,0,0,0,1,0,1.0,8.0,0,1
113,28598.0,12,3.0,3.0,176.0,2,23,1,0,0,0,1,0,3.5,19.0,0,1
114,32190.0,5,1.0,2.0,60.0,4,35,1,0,0,0,1,0,1.0,17.0,0,1
115,32190.0,6,3.0,4.0,137.0,2,181,1,0,0,0,1,0,1.5,20.0,0,1
116,28598.0,4,2.0,2.0,90.0,7,11,1,0,0,0,1,0,1.5,14.0,1,0
117,8622.0,4,2.0,4.0,73.0,2,12,1,0,0,0,1,0,2.0,8.0,1,0
118,48959.0,3,3.0,3.0,34.0,3,5,1,0,0,0,1,0,1.0,15.0,0,1
119,6160.0,4,2.0,3.0,150.0,2,32,1,0,0,0,1,0,1.0,20.0,1,0
120,28598.0,16,4.0,4.0,242.0,2,24,1,0,0,0,1,0,4.5,19.0,0,1
121,80939.0,3,1.0,2.0,50.0,3,33,1,0,0,0,1,0,1.0,20.0,1,0
122,15856.0,8,3.0,9.0,50.0,2,21,1,0,0,0,1,0,1.5,19.0,1,0
123,33086.0,4,1.0,2.0,65.0,1,344,1,0,0,0,1,0,1.0,20.0,0,1
124,165084.0,4,2.0,3.0,70.0,2,64,1,0,0,0,1,0,1.5,13.0,1,0
125,25345.0,4,1.0,3.0,55.0,2,202,1,0,0,0,1,0,1.0,15.0,1,0
126,68915.0,3,1.0,1.0,60.0,2,108,1,0,0,0,1,0,1.0,11.0,1,0
127,22164.0,3,1.0,1.0,35.0,1,745,1,0,0,0,1,0,1.0,16.0,1,0
128,33086.0,2,1.0,1.0,64.0,2,283,1,0,0,0,1,0,1.0,19.0,0,1
129,2457.0,2,1.0,1.0,30.0,3,8,1,0,0,0,1,0,1.0,8.0,1,0
130,25392.0,3,2.0,2.0,40.0,2,172,1,0,0,0,1,0,1.0,20.0,1,0
131,33086.0,6,2.0,4.0,239.0,2,234,1,0,0,0,1,0,2.5,19.0,0,1
132,33086.0,6,2.0,3.0,145.0,3,199,1,0,0,0,1,0,2.0,14.0,1,0
133,10552.0,2,1.0,1.0,27.0,3,10,1,0,0,0,1,0,1.0,13.0,1,0
134,6160.0,4,2.0,3.0,144.0,3,58,1,0,0,0,1,0,1.0,20.0,1,0
135,10257.0,2,1.0,2.0,30.0,3,151,0,0,1,0,0,1,1.5,20.0,0,1
136,48959.0,5,2.0,4.0,60.0,1,63,1,0,0,0,1,0,1.0,11.0,1,0
137,28598.0,3,1.0,1.0,52.0,1,211,1,0,0,0,1,0,1.0,19.0,0,1
138,2457.0,2,1.0,1.0,25.0,3,163,1,0,0,0,1,0,1.0,18.0,0,1
139,15856.0,5,2.0,4.0,53.0,2,13,1,0,0,0,1,0,1.5,12.0,1,0
140,25392.0,2,1.0,1.0,48.0,5,8,1,0,0,0,1,0,1.0,10.0,1,0
141,12424.0,4,2.0,2.0,69.0,444,12,1,0,0,0,1,0,1.0,9.0,1,0
142,25392.0,6,2.0,3.0,50.0,1,272,1,0,0,0,1,0,1.5,20.0,1,0
143,165084.0,4,2.0,3.0,80.0,2,45,1,0,0,0,1,0,1.0,19.0,1,0
144,5541.0,6,2.0,2.0,32.0,2,386,1,0,0,0,1,0,1.0,19.0,0,1
145,28598.0,6,1.0,4.0,50.0,1,80,1,0,0,0,1,0,1.5,19.0,0,1
146,165084.0,3,1.0,2.0,49.0,1,326,1,0,0,0,1,0,1.0,20.0,0,1
147,165084.0,6,2.0,2.0,112.0,2,88,1,0,0,0,1,0,1.5,18.0,1,0
148,33086.0,4,3.0,3.0,100.0,3,3,1,0,0,0,1,0,2.0,5.0,1,0
149,33086.0,2,1.0,1.0,40.0,2,15,0,0,1,0,1,0,1.0,8.0,1,0
150,10257.0,2,1.0,1.0,30.0,3,83,0,0,1,0,0,1,1.5,20.0,0,1
151,68915.0,4,1.0,2.0,60.0,3,560,1,0,0,0,1,0,1.0,20.0,0,1
152,10552.0,6,2.0,3.0,139.0,2,135,1,0,0,0,1,0,2.0,19.0,1,0
153,16742.0,5,1.0,1.0,44.0,1,0,1,0,0,0,1,0,0.0,12.0,1,0
154,3508.0,2,1.0,1.0,45.0,2,401,1,0,0,0,1,0,1.0,7.0,0,1
155,32190.0,2,1.0,2.0,85.0,6,66,1,0,0,0,1,0,1.5,8.0,0,1
156,32190.0,2,1.0,1.0,45.0,5,16,1,0,0,0,1,0,1.0,18.0,1,0
157,16742.0,2,1.0,2.0,74.0,30,10,1,0,0,0,1,0,1.0,18.0,0,1
158,48959.0,2,1.0,1.0,46.0,3,3,1,0,0,0,1,0,1.0,18.0,1,0
159,48959.0,2,1.0,1.0,72.0,3,29,1,0,0,0,1,0,1.0,18.0,0,1
160,80939.0,4,1.0,1.0,37.0,5,0,1,0,0,0,1,0,1.0,9.0,1,0
161,10103.0,6,2.0,3.0,78.0,2,34,1,0,0,0,1,0,2.0,19.0,0,1
162,25345.0,3,1.0,0.0,48.0,5,14,1,0,0,0,1,0,1.0,11.0,1,0
163,48959.0,2,1.0,1.0,19.0,5,67,1,0,0,0,1,0,1.5,16.0,0,1
164,38531.0,2,1.0,3.0,35.0,3,243,1,0,0,0,1,0,1.0,19.0,0,1
165,80939.0,4,1.0,2.0,23.0,3,134,1,0,0,0,1,0,1.0,18.0,0,1
166,48959.0,2,1.0,1.0,53.0,3,216,1,0,0,0,1,0,1.0,17.0,0,1
167,32190.0,4,2.0,4.0,120.0,3,0,1,0,0,0,1,0,1.5,13.0,1,0
168,3906.0,2,1.0,1.0,22.0,1,243,0,0,1,0,0,1,1.0,12.0,0,1
169,23411.0,4,1.0,1.0,35.0,2,345,1,0,0,0,1,0,1.0,18.0,1,0
170,10257.0,7,2.0,3.0,64.0,3,32,1,0,0,0,1,0,1.5,18.0,1,0
171,32190.0,2,1.0,1.0,76.0,5,5,1,0,0,0,1,0,1.0,19.0,0,1
172,68915.0,2,1.0,2.0,65.0,1,23,1,0,0,0,1,0,1.0,14.0,1,0
173,3780.0,4,1.0,3.0,40.0,2,123,1,0,0,0,1,0,1.0,17.0,0,1
174,80939.0,8,4.0,8.0,260.0,7,2,0,0,1,0,1,0,2.0,3.0,1,0
175,28598.0,7,2.0,4.0,147.0,2,84,1,0,0,0,1,0,2.0,19.0,1,0
176,48959.0,2,1.0,2.0,57.0,4,2,1,0,0,0,1,0,1.0,20.0,0,1
177,68915.0,3,1.0,0.0,40.0,6,4,1,0,0,0,1,0,1.0,11.0,1,0
178,165084.0,4,1.0,2.0,68.0,2,20,1,0,0,0,1,0,1.0,20.0,0,1
179,32190.0,6,2.0,3.0,172.0,3,20,1,0,0,0,1,0,1.0,19.0,0,1
180,33086.0,3,1.0,1.0,43.0,1,297,1,0,0,0,1,0,1.0,18.0,1,0
181,6160.0,10,3.0,5.0,286.0,1,311,1,0,0,0,1,0,2.0,18.0,1,0
182,8622.0,4,2.0,2.0,70.0,7,24,1,0,0,0,1,0,2.0,18.0,1,0
183,5541.0,4,1.0,2.0,50.0,1,133,1,0,0,0,1,0,1.0,18.0,0,1
184,24405.0,4,2.0,2.0,60.0,2,21,1,0,0,0,1,0,2.0,9.0,1,0
185,24405.0,6,3.0,3.0,150.0,5,1,1,0,0,0,1,0,2.0,10.0,1,0
186,3906.0,4,2.0,2.0,73.0,3,48,1,0,0,0,1,0,2.0,19.0,1,0
187,68915.0,4,1.0,1.0,44.0,5,540,1,0,0,0,1,0,1.0,20.0,0,1
188,165084.0,3,1.0,1.0,70.0,2,93,1,0,0,0,1,0,1.0,17.0,0,1
189,10103.0,6,3.0,6.0,109.0,2,142,1,0,0,0,1,0,2.0,20.0,0,1
190,32190.0,2,1.0,1.0,28.0,2,57,1,0,0,0,1,0,1.5,17.0,1,0
191,32190.0,4,2.0,2.0,90.0,28,52,1,0,0,0,1,0,1.5,18.0,1,0
192,23411.0,2,1.0,1.0,45.0,1,344,0,0,1,0,0,1,1.0,18.0,1,0
193,80939.0,2,1.0,1.0,64.0,1,384,1,0,0,0,1,0,1.0,19.0,0,1
194,10552.0,6,2.0,2.0,47.0,3,95,1,0,0,0,1,0,1.5,19.0,0,1
195,12424.0,8,3.0,8.0,150.0,2,133,1,0,0,0,1,0,3.5,17.0,1,0
196,48959.0,5,2.0,3.0,33.0,1,519,1,0,0,0,1,0,1.5,18.0,0,1
197,32190.0,3,1.0,1.0,78.0,1,328,1,0,0,0,1,0,1.0,8.0,0,1
198,15856.0,6,2.0,3.0,40.0,28,194,1,0,0,0,1,0,1.0,19.0,0,1
199,68915.0,4,2.0,4.0,70.0,2,310,1,0,0,0,1,0,1.0,17.0,0,1
200,165084.0,8,3.0,6.0,165.0,3,182,1,0,0,0,1,0,2.0,15.0,1,0
201,25392.0,3,1.0,1.0,40.0,4,33,1,0,0,0,1,0,1.0,20.0,1,0
202,25392.0,4,1.0,1.0,46.0,1,30,1,0,0,0,1,0,1.0,17.0,0,1
203,80939.0,4,1.0,3.0,61.0,3,63,1,0,0,0,1,0,1.0,18.0,1,0
204,23411.0,3,1.0,2.0,34.0,3,117,1,0,0,0,1,0,1.0,11.0,0,1
205,23411.0,2,1.0,1.0,19.0,2,293,0,0,1,0,1,0,1.0,19.0,0,1
206,165084.0,5,1.0,2.0,61.0,2,367,1,0,0,0,1,0,1.0,19.0,0,1
207,23411.0,2,1.0,1.0,20.0,2,273,0,0,1,0,1,0,1.0,18.0,0,1
208,25392.0,7,3.0,5.0,200.0,4,75,1,0,0,0,1,0,1.0,17.0,1,0
209,25345.0,4,1.0,2.0,34.0,3,103,1,0,0,0,1,0,1.0,19.0,0,1
210,165084.0,4,2.0,3.0,66.0,3,102,1,0,0,0,1,0,2.0,20.0,0,1
211,25392.0,6,2.0,5.0,64.0,3,52,1,0,0,0,1,0,1.5,20.0,1,0
212,165084.0,2,1.0,1.0,76.0,2,264,1,0,0,0,1,0,1.0,14.0,0,1
213,165084.0,7,2.0,3.0,100.0,1,210,1,0,0,0,1,0,2.0,20.0,0,1
214,165084.0,4,2.0,3.0,95.0,2,206,1,0,0,0,1,0,1.0,14.0,0,1
215,165084.0,2,1.0,1.0,387.0,1,9,1,0,0,0,1,0,1.0,8.0,1,0
216,48959.0,2,1.0,1.0,59.0,2,25,1,0,0,0,1,0,1.0,13.0,1,0
217,3508.0,7,2.0,0.0,27.0,1,404,1,0,0,0,1,0,1.0,19.0,1,0
218,2995.0,4,1.0,2.0,78.0,3,185,1,0,0,0,1,0,1.0,20.0,0,1
219,165084.0,2,1.0,1.0,70.0,2,166,1,0,0,0,1,0,1.0,18.0,0,1
220,23411.0,2,1.0,1.0,78.0,2,119,1,0,0,0,1,0,1.0,17.0,1,0
221,165084.0,2,1.0,1.0,35.0,1,190,0,0,1,0,0,1,1.0,12.0,1,0
222,23411.0,2,1.0,1.0,30.0,2,113,1,0,0,0,1,0,1.0,14.0,1,0
223,48959.0,4,2.0,2.0,27.0,2,21,1,0,0,0,1,0,1.5,14.0,1,0
224,165084.0,5,1.0,3.0,120.0,2,1,1,0,0,0,1,0,1.0,19.0,1,0
225,33086.0,3,1.0,1.0,35.0,2,295,1,0,0,0,1,0,1.0,18.0,0,1
226,22164.0,2,1.0,1.0,60.0,45,0,1,0,0,0,1,0,1.0,7.0,1,0
227,25345.0,4,1.0,2.0,1000.0,1,107,1,0,0,0,1,0,1.0,15.0,1,0
228,8220.0,4,2.0,4.0,48.0,1,0,1,0,0,0,1,0,1.0,7.0,1,0
229,165084.0,4,1.0,2.0,140.0,2,3,1,0,0,0,1,0,2.0,20.0,1,0
230,165084.0,5,1.0,3.0,126.0,2,10,1,0,0,0,1,0,1.0,20.0,1,0
231,165084.0,4,1.0,2.0,100.0,2,4,1,0,0,0,1,0,1.0,20.0,1,0
232,165084.0,2,1.0,1.0,89.0,2,8,1,0,0,0,1,0,1.0,20.0,1,0
233,165084.0,2,1.0,1.0,85.0,2,13,1,0,0,0,1,0,1.0,20.0,1,0
234,165084.0,4,1.0,1.0,50.0,2,187,1,0,0,0,1,0,1.0,20.0,0,1
235,25392.0,3,1.0,1.0,25.0,1,324,1,0,0,0,1,0,1.0,15.0,0,1
236,5894.0,4,1.0,2.0,54.0,1,102,1,0,0,0,1,0,1.0,15.0,1,0
237,2011.0,4,1.0,2.0,1050.0,12,0,0,0,1,0,1,0,1.5,0.0,1,0
238,38531.0,8,4.0,10.0,100.0,2,105,1,0,0,0,1,0,1.5,16.0,1,0
239,4509.0,4,2.0,3.0,20.0,4,107,1,0,0,0,1,0,1.0,19.0,0,1
240,28598.0,12,3.0,4.0,178.0,2,17,1,0,0,0,1,0,3.5,18.0,0,1
241,12424.0,4,2.0,3.0,81.0,1,191,1,0,0,0,1,0,1.0,18.0,0,1
242,165084.0,3,1.0,1.0,59.0,2,335,1,0,0,0,1,0,1.0,20.0,0,1
243,25345.0,8,3.0,4.0,75.0,1,663,1,0,0,0,1,0,3.0,13.0,0,1
244,32190.0,5,2.0,3.0,96.0,2,79,1,0,0,0,1,0,1.0,19.0,1,0
245,28598.0,3,1.0,1.0,48.0,2,93,1,0,0,0,1,0,1.0,20.0,0,1
246,15856.0,6,2.0,6.0,53.0,2,16,1,0,0,0,1,0,1.0,15.0,1,0
247,25392.0,5,2.0,2.0,51.0,300,6,1,0,0,0,1,0,1.5,20.0,1,0
248,28598.0,4,1.0,3.0,40.0,1,133,1,0,0,0,1,0,1.5,20.0,0,1
249,68915.0,8,2.0,4.0,50.0,2,202,1,0,0,0,1,0,1.0,18.0,1,0
250,12424.0,6,2.0,6.0,115.0,1,1,1,0,0,0,1,0,2.0,14.0,1,0
251,16742.0,6,2.0,3.0,80.0,3,37,1,0,0,0,1,0,1.0,16.0,1,0
252,165084.0,5,2.0,4.0,74.0,1,163,1,0,0,0,1,0,1.0,19.0,1,0
253,23411.0,2,1.0,1.0,52.0,4,80,1,0,0,0,1,0,1.0,14.0,1,0
254,165084.0,4,1.0,3.0,80.0,2,236,1,0,0,0,1,0,1.0,18.0,0,1
255,6001.0,2,1.0,1.0,78.0,1,58,1,0,0,0,1,0,2.5,19.0,0,1
256,25345.0,4,1.0,3.0,70.0,2,4,1,0,0,0,1,0,2.0,13.0,1,0
257,33086.0,4,2.0,0.0,155.0,2,137,1,0,0,0,1,0,1.5,16.0,0,1
258,165084.0,6,2.0,3.0,120.0,2,130,1,0,0,0,1,0,3.0,18.0,0,1
259,68915.0,2,1.0,1.0,18.0,1,160,0,0,1,0,1,0,1.0,6.0,1,0
260,12424.0,4,2.0,3.0,44.0,5,4,1,0,0,0,1,0,1.0,17.0,1,0
261,165084.0,2,1.0,3.0,74.0,1,227,1,0,0,0,1,0,1.0,8.0,0,1
262,25392.0,4,2.0,2.0,70.0,365,12,1,0,0,0,1,0,1.0,19.0,1,0
263,165084.0,5,2.0,3.0,104.0,2,153,1,0,0,0,1,0,1.0,19.0,0,1
264,48959.0,3,2.0,3.0,39.0,3,23,1,0,0,0,1,0,1.0,19.0,0,1
265,23411.0,2,1.0,2.0,26.0,1,208,0,0,1,0,0,1,1.0,18.0,1,0
266,165084.0,6,2.0,2.0,306.0,1,9,1,0,0,0,1,0,2.0,13.0,0,1
267,5541.0,4,2.0,3.0,250.0,2,0,1,0,0,0,1,0,1.0,5.0,1,0
268,23411.0,4,1.0,2.0,42.0,2,212,1,0,0,0,1,0,1.0,18.0,1,0
269,25345.0,2,1.0,1.0,264.0,25,155,1,0,0,0,1,0,1.0,19.0,1,0
270,6001.0,2,1.0,1.0,60.0,7,36,1,0,0,0,1,0,1.0,15.0,1,0
271,25392.0,4,2.0,2.0,80.0,2,0,1,0,0,0,1,0,1.5,8.0,1,0
272,2683.0,2,1.0,1.0,50.0,1,0,1,0,0,0,1,0,1.0,9.0,1,0
273,165084.0,4,1.0,1.0,68.0,3,21,1,0,0,0,1,0,1.0,20.0,0,1
274,33086.0,5,1.0,2.0,48.0,2,149,1,0,0,0,1,0,1.0,19.0,0,1
275,32190.0,2,1.0,1.0,40.0,1,50,1,0,0,0,1,0,1.0,14.0,1,0
276,2591.0,2,1.0,1.0,23.0,2,43,1,0,0,0,1,0,1.0,19.0,1,0
277,25345.0,4,1.0,5.0,60.0,2,130,1,0,0,0,1,0,1.0,19.0,0,1
278,10257.0,5,2.0,5.0,55.0,3,95,1,0,0,0,1,0,1.0,19.0,1,0
279,23411.0,4,2.0,3.0,49.0,4,7,1,0,0,0,1,0,1.0,14.0,1,0
280,80939.0,2,1.0,1.0,50.0,1,19,0,0,1,0,1,0,1.0,9.0,1,0
281,12424.0,3,1.0,0.0,33.0,3,95,1,0,0,0,1,0,1.0,11.0,1,0
282,3508.0,3,1.0,2.0,36.0,3,27,1,0,0,0,1,0,1.0,16.0,0,1
