,id,host_is_superhost,neighbourhood_cleansed,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,Home or apt,Hotel room,Private room,Shared room,Private Bath,Shared Bath,bathrooms_number,amenities
2702,23995231,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,3.0,45.0,2,88,1,0,0,0,1,0,2.0,18.0
2703,23996147,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,106.0,2,44,1,0,0,0,1,0,1.0,17.0
2704,24001422,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,6,2.0,4.0,55.0,2,92,1,0,0,0,1,0,1.0,20.0
2705,24003145,t,ΝΙΡΒΑΝΑ,4,2.0,3.0,50.0,3,98,1,0,0,0,1,0,1.5,15.0
2706,24005645,t,ΝΙΡΒΑΝΑ,3,1.0,2.0,41.0,2,92,1,0,0,0,1,0,1.0,18.0
2707,24006752,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,4.0,62.0,2,116,1,0,0,0,1,0,2.0,20.0
2708,24009787,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,89.0,1,107,1,0,0,0,1,0,1.0,9.0
2709,24010896,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,12,4.0,8.0,120.0,2,34,1,0,0,0,1,0,2.0,20.0
2710,24011393,f,ΝΕΟΣ ΚΟΣΜΟΣ,4,2.0,2.0,49.0,2,3,1,0,0,0,1,0,1.0,18.0
2711,24014537,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,13,6.0,8.0,140.0,2,23,1,0,0,0,1,0,9.5,12.0
2712,24019089,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,6,3.0,3.0,90.0,2,13,1,0,0,0,1,0,2.0,17.0
2713,24025737,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2,1.0,2.0,30.0,1,43,0,0,1,0,0,1,1.0,11.0
2714,24026667,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,5,2.0,5.0,45.0,1,24,1,0,0,0,1,0,1.0,20.0
2715,24026798,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2,1.0,1.0,22.0,8,28,0,0,1,0,0,1,1.0,12.0
2716,24028031,f,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,2.0,55.0,1,166,1,0,0,0,1,0,1.0,19.0
2717,24029287,t,ΑΚΡΟΠΟΛΗ,3,2.0,2.0,69.0,1,133,1,0,0,0,1,0,1.0,20.0
2718,24032303,t,ΓΟΥΔΙ,4,1.0,1.0,63.0,2,26,1,0,0,0,1,0,1.0,19.0
2719,24037147,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,65.0,1,8,1,0,0,0,1,0,1.0,17.0
2720,24038249,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,4,1.0,3.0,34.0,3,84,1,0,0,0,1,0,1.0,19.0
2721,24039182,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,2.0,88.0,2,16,1,0,0,0,1,0,1.0,20.0
2722,24046989,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,2.0,44.0,2,4,1,0,0,0,1,0,1.0,19.0
2723,24051218,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2,1.0,1.0,39.0,2,126,1,0,0,0,1,0,1.0,18.0
2724,24055789,t,ΝΕΟΣ ΚΟΣΜΟΣ,9,2.0,5.0,70.0,1,84,1,0,0,0,1,0,2.0,18.0
2725,24056217,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,3.0,3.0,450.0,1,0,1,0,0,0,1,0,2.0,14.0
2726,24070644,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,1.0,79.0,1,17,1,0,0,0,1,0,1.0,19.0
2727,24071841,t,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,1.0,65.0,1,175,1,0,0,0,1,0,1.0,8.0
2728,24076072,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,1.0,43.0,1,125,1,0,0,0,1,0,1.0,19.0
2729,24087888,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,1.0,50.0,2,100,1,0,0,0,1,0,1.0,7.0
2730,24092618,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,2.0,35.0,2,44,1,0,0,0,1,0,1.0,18.0
2731,24093859,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,37.0,3,115,1,0,0,0,1,0,1.0,17.0
2732,24094148,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,6,2.0,4.0,40.0,4,22,1,0,0,0,1,0,1.5,18.0
2733,24095566,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,90.0,1,0,1,0,0,0,1,0,1.0,8.0
2734,24095608,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,84.0,1,0,1,0,0,0,1,0,1.0,8.0
2735,24098507,f,ΑΝΩ ΚΥΨΕΛΗ,4,1.0,3.0,35.0,3,0,1,0,0,0,1,0,1.0,16.0
2736,24099947,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,1.0,1.0,58.0,1,176,1,0,0,0,1,0,1.0,7.0
2737,24107884,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5,2.0,6.0,60.0,2,4,1,0,0,0,1,0,1.0,19.0
2738,24115591,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,6,3.0,3.0,28.0,2,139,1,0,0,0,1,0,1.5,19.0
2739,24119332,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,7,3.0,3.0,100.0,1,113,1,0,0,0,1,0,2.0,20.0
2740,24126773,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,5,2.0,2.0,34.0,2,52,1,0,0,0,1,0,1.0,18.0
2741,24129557,f,ΣΤΑΔΙΟ,5,2.0,3.0,55.0,2,50,1,0,0,0,1,0,1.0,19.0
2742,24135727,t,ΝΕΟΣ ΚΟΣΜΟΣ,3,1.0,1.0,35.0,3,94,1,0,0,0,1,0,1.0,19.0
2743,24136062,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,3.0,73.0,1,65,1,0,0,0,1,0,1.0,20.0
2744,24145550,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,89.0,1,0,0,0,1,0,1,0,1.0,7.0
2745,24150080,f,ΑΚΡΟΠΟΛΗ,4,1.0,1.0,296.0,1,0,0,1,0,0,1,0,1.0,12.0
2746,24150366,f,ΑΚΡΟΠΟΛΗ,4,1.0,1.0,348.0,1,0,1,0,0,0,1,0,1.0,9.0
2747,24150608,f,ΑΚΡΟΠΟΛΗ,2,1.0,1.0,392.0,1,0,0,1,0,0,1,0,1.0,6.0
2748,24150729,f,ΑΚΡΟΠΟΛΗ,4,1.0,1.0,419.0,1,0,0,1,0,0,1,0,1.0,10.0
2749,24158907,f,ΘΗΣΕΙΟ,5,2.0,2.0,80.0,2,0,1,0,0,0,1,0,1.0,20.0
2750,24165160,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,2.0,32.0,1,112,1,0,0,0,1,0,1.0,19.0
2751,24168329,t,ΑΚΡΟΠΟΛΗ,3,2.0,3.0,58.0,2,15,1,0,0,0,1,0,1.0,15.0
2752,24172289,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,2,1.0,1.0,35.0,5,4,1,0,0,0,1,0,1.0,12.0
2753,24172512,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3,1.0,1.0,32.0,2,57,1,0,0,0,1,0,1.0,18.0
2754,24180857,t,ΑΚΡΟΠΟΛΗ,4,1.0,1.0,75.0,1,227,1,0,0,0,1,0,1.0,15.0
2755,24185674,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,1,1.0,1.0,15.0,1,1,0,0,1,0,0,1,1.0,11.0
2756,24190527,f,ΛΥΚΑΒΗΤΤΟΣ,3,2.0,2.0,120.0,15,0,1,0,0,0,1,0,2.0,15.0
2757,24198823,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,3,1.0,2.0,25.0,1,294,1,0,0,0,1,0,1.5,19.0
2758,24201549,f,ΓΟΥΔΙ,3,1.0,3.0,157.0,1,0,1,0,0,0,1,0,1.0,20.0
2759,24202003,f,ΓΟΥΔΙ,4,1.0,4.0,181.0,1,0,1,0,0,0,1,0,1.0,20.0
2760,24204041,f,ΘΗΣΕΙΟ,4,1.0,2.0,50.0,2,4,1,0,0,0,1,0,1.0,16.0
2761,24204331,f,ΘΗΣΕΙΟ,4,1.0,2.0,53.0,2,2,1,0,0,0,1,0,1.0,19.0
2762,24214048,f,ΙΛΙΣΙΑ,6,2.0,6.0,253.0,1,0,1,0,0,0,1,0,2.0,20.0
2763,24214247,f,ΙΛΙΣΙΑ,5,2.0,3.0,243.0,1,0,1,0,0,0,1,0,1.0,20.0
2764,24215466,t,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,8,3.0,4.0,170.0,4,53,1,0,0,0,1,0,1.0,15.0
2765,24216302,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,4,1.0,2.0,59.0,2,12,1,0,0,0,1,0,1.0,20.0
2766,24218907,t,ΚΕΡΑΜΕΙΚΟΣ,6,2.0,4.0,59.0,1,51,1,0,0,0,1,0,1.0,18.0
2767,24220508,t,ΝΕΟΣ ΚΟΣΜΟΣ,3,1.0,1.0,34.0,2,170,1,0,0,0,1,0,1.0,19.0
2768,24225519,f,ΘΗΣΕΙΟ,4,2.0,3.0,60.0,2,9,1,0,0,0,1,0,1.0,17.0
2769,24236354,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,1.0,4.0,62.0,1,0,1,0,0,0,1,0,1.0,12.0
2770,24242095,t,ΝΕΟΣ ΚΟΣΜΟΣ,2,1.0,1.0,92.0,1,107,1,0,0,0,1,0,1.0,20.0
2771,24243031,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,1.0,111.0,1,4,1,0,0,0,1,0,1.0,9.0
2772,24253786,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,2.0,166.0,1,59,1,0,0,0,1,0,2.0,18.0
2773,24258225,t,ΚΟΛΩΝΑΚΙ,3,1.0,2.0,50.0,2,85,1,0,0,0,1,0,1.0,20.0
2774,24259302,t,ΝΕΟΣ ΚΟΣΜΟΣ,8,4.0,6.0,100.0,1,11,1,0,0,0,1,0,3.0,18.0
2775,24303204,t,ΙΛΙΣΙΑ,3,1.0,2.0,40.0,2,55,1,0,0,0,1,0,1.0,19.0
2776,24303639,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,6,2.0,3.0,99.0,1,10,1,0,0,0,1,0,1.0,16.0
2777,24308227,f,ΑΜΠΕΛΟΚΗΠΟΙ,2,1.0,1.0,22.0,30,42,1,0,0,0,1,0,1.0,14.0
2778,24316935,f,ΑΝΩ ΠΑΤΗΣΙΑ,2,1.0,1.0,23.0,6,4,1,0,0,0,1,0,1.0,20.0
2779,24323414,t,ΚΕΡΑΜΕΙΚΟΣ,4,2.0,2.0,69.0,2,73,1,0,0,0,1,0,1.0,19.0
2780,24340625,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,200.0,1,6,1,0,0,0,1,0,1.0,13.0
2781,24341360,t,ΠΑΓΚΡΑΤΙ,2,1.0,1.0,35.0,3,40,1,0,0,0,1,0,1.0,19.0
2782,24351998,f,ΝΕΟΣ ΚΟΣΜΟΣ,6,2.0,2.0,110.0,1,0,1,0,0,0,1,0,2.0,11.0
2783,24355147,t,ΠΑΓΚΡΑΤΙ,5,2.0,2.0,32.0,2,106,1,0,0,0,1,0,1.5,20.0
2784,24362432,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,200.0,2,135,1,0,0,0,1,0,1.0,20.0
2785,24363926,t,ΝΕΑ ΚΥΨΕΛΗ,2,1.0,1.0,28.0,2,32,1,0,0,0,1,0,1.0,16.0
2786,24366011,t,ΘΗΣΕΙΟ,5,2.0,2.0,69.0,1,161,1,0,0,0,1,0,1.0,18.0
2787,24375235,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,23.0,4,192,1,0,0,0,1,0,1.0,17.0
2788,24376382,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,5,2.0,2.0,80.0,2,1,1,0,0,0,1,0,1.0,11.0
2789,24383428,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,6,2.0,2.0,58.0,1,18,1,0,0,0,1,0,1.5,20.0
2790,24385582,f,ΙΛΙΣΙΑ,2,1.0,2.0,30.0,3,27,1,0,0,0,1,0,1.0,20.0
2791,24388050,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,1.0,60.0,1,0,1,0,0,0,1,0,1.0,14.0
2792,24392439,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,2.0,2.0,76.0,2,260,1,0,0,0,1,0,1.5,19.0
2793,24402529,f,ΚΕΡΑΜΕΙΚΟΣ,2,1.0,1.0,65.0,3,7,1,0,0,0,1,0,1.0,20.0
2794,24402866,f,ΚΟΛΩΝΟΣ,2,1.0,1.0,40.0,1,8,1,0,0,0,1,0,1.0,14.0
2795,24403493,f,ΓΟΥΒΑ,2,1.0,1.0,24.0,1,56,1,0,0,0,1,0,1.0,18.0
2796,24407807,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,2.0,13.0,1,82,0,0,1,0,0,1,1.0,14.0
2797,24422181,f,ΙΛΙΣΙΑ,2,1.0,1.0,41.0,2,2,1,0,0,0,1,0,1.0,18.0
2798,24425858,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,0.0,31.0,1,189,1,0,0,0,1,0,1.0,16.0
2799,24426379,f,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,2,1.0,1.0,25.0,5,21,1,0,0,0,1,0,1.0,19.0
2800,24437201,f,ΚΟΛΩΝΑΚΙ,4,1.0,3.0,70.0,2,0,1,0,0,0,1,0,1.0,18.0
2801,24439052,f,ΠΕΤΡΑΛΩΝΑ,8,4.0,5.0,215.0,2,113,1,0,0,0,1,0,3.5,16.0
2802,24448789,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5,2.0,2.0,28.0,1,50,1,0,0,0,1,0,1.0,19.0
2803,24449568,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5,1.0,3.0,46.0,1,116,1,0,0,0,1,0,1.0,20.0
2804,24459446,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,7,3.0,4.0,41.0,4,131,1,0,0,0,1,0,1.0,18.0
2805,24460827,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,8,4.0,4.0,234.0,2,153,1,0,0,0,1,0,3.5,17.0
2806,24463754,t,ΘΗΣΕΙΟ,2,1.0,1.0,141.0,1,86,1,0,0,0,1,0,1.0,19.0
2807,24468159,f,ΚΟΛΩΝΑΚΙ,4,1.0,3.0,70.0,2,2,1,0,0,0,1,0,1.0,18.0
2808,24469180,f,ΝΕΟΣ ΚΟΣΜΟΣ,3,1.0,1.0,49.0,3,43,1,0,0,0,1,0,1.0,16.0
2809,24474302,f,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,1.0,44.0,2,2,1,0,0,0,1,0,1.0,18.0
2810,24479120,f,ΠΑΓΚΡΑΤΙ,1,1.0,1.0,15.0,1,145,0,0,1,0,0,1,1.0,19.0
2811,24479843,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,81.0,1,204,1,0,0,0,1,0,1.5,20.0
2812,24484273,t,ΑΚΡΟΠΟΛΗ,6,2.0,3.0,47.0,2,125,1,0,0,0,1,0,1.0,7.0
2813,24484360,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,1.0,49.0,7,10,1,0,0,0,1,0,1.0,15.0
2814,24484822,f,ΕΛΛΗΝΟΡΩΣΩΝ,2,1.0,2.0,35.0,1,34,1,0,0,0,1,0,1.0,17.0
2815,24487266,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,2.0,3.0,117.0,1,21,1,0,0,0,1,0,1.0,16.0
2816,24489295,f,ΚΟΛΩΝΑΚΙ,3,1.0,2.0,60.0,2,3,1,0,0,0,1,0,1.0,17.0
2817,24494055,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,17.0,1,68,0,0,1,0,0,1,1.0,13.0
2818,24498435,f,ΒΟΤΑΝΙΚΟΣ,4,1.0,1.0,36.0,1,79,1,0,0,0,1,0,1.0,18.0
2819,24517471,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,3,1.0,1.0,44.0,2,99,1,0,0,0,1,0,1.0,7.0
2820,24527962,t,ΙΛΙΣΙΑ,5,2.0,2.0,70.0,3,25,1,0,0,0,1,0,1.5,20.0
2821,24530851,t,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,2,1.0,1.0,31.0,60,16,1,0,0,0,1,0,1.0,16.0
2822,24534164,f,ΑΚΡΟΠΟΛΗ,6,2.0,4.0,115.0,2,1,1,0,0,0,1,0,2.0,17.0
2823,24537733,f,ΝΕΟΣ ΚΟΣΜΟΣ,2,1.0,1.0,90.0,1,1,0,0,1,0,1,0,1.0,11.0
2824,24537996,t,ΚΕΡΑΜΕΙΚΟΣ,5,2.0,3.0,114.0,2,196,1,0,0,0,1,0,1.0,17.0
2825,24538131,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,1.0,5.0,60.0,1,120,1,0,0,0,1,0,1.0,20.0
2826,24540015,t,ΕΛΛΗΝΟΡΩΣΩΝ,4,2.0,2.0,63.0,1,133,1,0,0,0,1,0,1.0,18.0
2827,24540482,f,ΑΜΠΕΛΟΚΗΠΟΙ,3,1.0,2.0,50.0,1,0,1,0,0,0,1,0,1.0,14.0
2828,24550275,f,ΝΕΟΣ ΚΟΣΜΟΣ,5,2.0,2.0,80.0,1,26,1,0,0,0,1,0,1.0,19.0
2829,24556958,t,ΙΛΙΣΙΑ,4,1.0,3.0,39.0,1,179,1,0,0,0,1,0,1.0,15.0
2830,24565129,t,ΠΑΓΚΡΑΤΙ,2,1.0,1.0,27.0,3,74,1,0,0,0,1,0,1.0,16.0
2831,24568268,t,ΑΜΠΕΛΟΚΗΠΟΙ,4,1.0,1.0,42.0,3,42,1,0,0,0,1,0,1.0,15.0
2832,24572838,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,2.0,30.0,2,78,1,0,0,0,1,0,1.0,16.0
2833,24579452,t,ΠΑΓΚΡΑΤΙ,4,2.0,3.0,43.0,14,100,1,0,0,0,1,0,1.0,18.0
2834,24581727,f,ΕΛΛΗΝΟΡΩΣΩΝ,2,1.0,1.0,20.0,10,3,1,0,0,0,1,0,1.0,11.0
2835,24587861,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,3.0,55.0,1,195,1,0,0,0,1,0,1.5,20.0
2836,24590863,t,ΝΕΟΣ ΚΟΣΜΟΣ,4,2.0,3.0,40.0,3,54,1,0,0,0,1,0,1.0,20.0
2837,24597658,f,ΑΜΠΕΛΟΚΗΠΟΙ,5,2.0,4.0,75.0,2,0,1,0,0,0,1,0,1.0,16.0
2838,24603738,t,ΣΤΑΔΙΟ,4,1.0,2.0,70.0,4,48,1,0,0,0,1,0,1.0,19.0
2839,24604357,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,2.0,60.0,30,34,1,0,0,0,1,0,1.0,17.0
2840,24606358,f,ΠΑΓΚΡΑΤΙ,4,1.0,1.0,40.0,1,6,1,0,0,0,1,0,1.5,18.0
2841,24611641,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,1.0,69.0,1,71,1,0,0,0,1,0,1.0,8.0
2842,24622764,t,ΓΚΥΖΗ,4,2.0,4.0,35.0,4,71,1,0,0,0,1,0,1.0,19.0
2843,24624146,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,2.0,2.0,259.0,2,41,1,0,0,0,1,0,2.0,8.0
2844,24626298,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,8,4.0,8.0,151.0,2,21,1,0,0,0,1,0,2.5,19.0
2845,24637739,f,ΚΕΡΑΜΕΙΚΟΣ,2,1.0,1.0,45.0,2,8,1,0,0,0,1,0,1.0,20.0
2846,24638195,f,ΙΛΙΣΙΑ,5,2.0,4.0,125.0,2,1,1,0,0,0,1,0,1.5,14.0
2847,24640478,f,ΑΝΩ ΠΑΤΗΣΙΑ,5,2.0,4.0,40.0,3,1,1,0,0,0,1,0,1.0,19.0
2848,24646769,f,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,1.0,50.0,2,45,1,0,0,0,1,0,1.0,18.0
2849,24663096,f,ΑΜΠΕΛΟΚΗΠΟΙ,4,1.0,1.0,40.0,4,4,1,0,0,0,1,0,1.0,18.0
2850,24669134,f,ΠΑΓΚΡΑΤΙ,4,2.0,2.0,45.0,1,12,1,0,0,0,1,0,1.5,15.0
2851,24673931,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,5,2.0,3.0,58.0,2,86,1,0,0,0,1,0,2.0,20.0
2852,24677721,f,ΑΝΩ ΠΑΤΗΣΙΑ,3,1.0,1.0,35.0,2,9,1,0,0,0,1,0,1.0,14.0
2853,24681953,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,85.0,2,85,1,0,0,0,1,0,1.0,17.0
2854,24682171,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,1.0,54.0,2,51,1,0,0,0,1,0,1.0,17.0
2855,24686198,f,ΘΗΣΕΙΟ,5,1.0,3.0,122.0,2,2,1,0,0,0,1,0,1.0,19.0
2856,24691530,f,ΘΗΣΕΙΟ,4,1.0,1.0,40.0,2,114,1,0,0,0,1,0,1.0,16.0
2857,24694109,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,61.0,2,178,1,0,0,0,1,0,1.0,17.0
2858,24694358,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,5,2.0,2.0,50.0,1,3,1,0,0,0,1,0,1.0,14.0
2859,24694762,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,2.0,50.0,1,311,1,0,0,0,1,0,1.0,10.0
2860,24705085,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,1.0,30.0,2,22,1,0,0,0,1,0,1.0,18.0
2861,24709550,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,3,1.0,1.0,20.0,3,1,1,0,0,0,1,0,1.0,9.0
2862,24712001,t,ΚΟΛΩΝΑΚΙ,5,1.0,2.0,39.0,3,52,1,0,0,0,1,0,1.0,18.0
2863,24713291,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,4,1.0,1.0,44.0,2,0,1,0,0,0,1,0,1.0,12.0
2864,24713333,t,ΠΑΓΚΡΑΤΙ,2,1.0,1.0,25.0,1,146,1,0,0,0,1,0,1.0,17.0
2865,24716838,f,ΑΜΠΕΛΟΚΗΠΟΙ,2,1.0,1.0,28.0,2,40,1,0,0,0,1,0,1.0,15.0
2866,24720235,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2,1.0,2.0,20.0,1,19,1,0,0,0,1,0,1.0,18.0
2867,24723998,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,1.0,35.0,1,143,1,0,0,0,1,0,1.0,16.0
2868,24726954,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,11,3.0,6.0,72.0,1,169,1,0,0,0,1,0,1.0,18.0
2869,24730084,f,ΒΟΤΑΝΙΚΟΣ,4,2.0,4.0,60.0,2,98,1,0,0,0,1,0,2.0,10.0
2870,24730460,f,ΝΕΟΣ ΚΟΣΜΟΣ,3,2.0,2.0,45.0,2,4,1,0,0,0,1,0,1.0,12.0
2871,24731053,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,2,1.0,1.0,50.0,3,4,1,0,0,0,1,0,1.0,19.0
2872,24731460,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,1.0,69.0,2,30,1,0,0,0,1,0,1.5,20.0
2873,24732455,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,3,1.0,1.0,35.0,1,79,1,0,0,0,1,0,1.0,16.0
2874,24734169,f,ΓΚΑΖΙ,4,1.0,2.0,39.0,2,44,1,0,0,0,1,0,1.5,20.0
