,id,host_is_superhost,neighbourhood_cleansed,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,Home or apt,Hotel room,Private room,Shared room,Private Bath,Shared Bath,bathrooms_number,amenities
0,10595,t,ΑΜΠΕΛΟΚΗΠΟΙ,8,3.0,5.0,79.0,1,32,1,0,0,0,1,0,2.0,17.0
1,10990,t,ΑΜΠΕΛΟΚΗΠΟΙ,4,1.0,1.0,50.0,1,52,1,0,0,0,1,0,1.0,18.0
2,10993,t,ΑΜΠΕΛΟΚΗΠΟΙ,2,1.0,1.0,38.0,1,71,1,0,0,0,1,0,1.0,17.0
3,10995,t,ΑΜΠΕΛΟΚΗΠΟΙ,4,1.0,2.0,48.0,1,24,1,0,0,0,1,0,1.0,16.0
4,27262,t,ΑΜΠΕΛΟΚΗΠΟΙ,4,1.0,1.0,47.0,1,17,1,0,0,0,1,0,1.0,17.0
5,28186,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,59.0,2,465,1,0,0,0,1,0,1.0,20.0
6,31155,f,ΚΕΡΑΜΕΙΚΟΣ,1,1.0,0.0,39.0,1,0,0,0,1,0,0,1,1.0,5.0
7,33945,f,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,5,2.0,2.0,30.0,5,71,1,0,0,0,1,0,1.0,20.0
8,49489,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,7,3.0,5.0,120.0,2,121,1,0,0,0,1,0,1.5,20.0
9,54637,f,ΠΑΓΚΡΑΤΙ,2,1.0,1.0,70.0,10,3,1,0,0,0,1,0,1.0,12.0
10,59663,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,6,4.0,4.0,50.0,2,343,1,0,0,0,1,0,2.0,19.0
11,60394,f,ΣΤΑΔΙΟ,3,1.0,1.0,28.0,3,9,1,0,0,0,1,0,1.0,20.0
12,80598,t,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,2,1.0,1.0,32.0,2,458,1,0,0,0,1,0,1.5,19.0
13,83097,f,ΣΤΑΔΙΟ,4,1.0,3.0,45.0,4,21,1,0,0,0,1,0,1.0,7.0
14,85539,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,1.0,4.0,75.0,4,0,1,0,0,0,1,0,1.0,5.0
15,119682,f,ΑΚΡΟΠΟΛΗ,3,1.0,1.0,65.0,2,122,1,0,0,0,1,0,1.0,16.0
16,131133,f,ΝΕΑ ΚΥΨΕΛΗ,5,1.0,0.0,56.0,2,31,1,0,0,0,1,0,1.5,19.0
17,133835,t,ΚΟΛΩΝΑΚΙ,2,1.0,1.0,40.0,5,8,1,0,0,0,1,0,1.0,8.0
18,133906,f,ΝΕΑ ΚΥΨΕΛΗ,7,2.0,7.0,69.0,2,46,1,0,0,0,1,0,1.0,20.0
19,138386,f,ΠΑΓΚΡΑΤΙ,4,2.0,2.0,52.0,2,59,1,0,0,0,1,0,1.0,19.0
20,154243,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,4,1.0,1.0,55.0,3,177,1,0,0,0,1,0,1.0,11.0
21,155654,t,ΑΚΡΟΠΟΛΗ,3,1.0,0.0,60.0,2,31,1,0,0,0,1,0,1.0,19.0
22,157869,t,ΣΤΑΔΙΟ,4,2.0,2.0,61.0,1,173,1,0,0,0,1,0,1.0,20.0
23,167416,f,ΠΑΤΗΣΙΑ,4,2.0,4.0,74.0,14,0,1,0,0,0,1,0,1.5,6.0
24,179705,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,2.0,2.0,35.0,2,116,1,0,0,0,1,0,1.0,18.0
25,185936,f,ΓΚΑΖΙ,2,1.0,1.0,30.0,7,0,0,0,1,0,1,0,1.0,4.0
26,196935,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,36.0,2,51,1,0,0,0,1,0,1.0,18.0
27,251361,f,ΑΝΩ ΠΑΤΗΣΙΑ,4,1.0,1.0,129.0,5,1,1,0,0,0,1,0,1.0,8.0
28,270611,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,8,2.0,8.0,21.0,3,39,1,0,0,0,1,0,1.0,19.0
29,270954,t,ΚΕΡΑΜΕΙΚΟΣ,4,1.0,1.0,61.0,2,24,1,0,0,0,1,0,1.0,18.0
30,270973,t,ΚΕΡΑΜΕΙΚΟΣ,4,1.0,1.0,62.0,2,11,1,0,0,0,1,0,1.0,18.0
31,281158,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,8,3.0,8.0,45.0,2,57,1,0,0,0,1,0,1.0,15.0
32,306234,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,193.0,2,472,1,0,0,0,1,0,1.0,20.0
33,308157,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,58.0,4,2,1,0,0,0,1,0,1.0,20.0
34,360940,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,4,2.0,3.0,58.0,2,21,1,0,0,0,1,0,1.5,7.0
35,361393,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,8,2.0,4.0,49.0,2,195,1,0,0,0,1,0,1.0,18.0
36,401423,t,ΑΚΡΟΠΟΛΗ,3,1.0,1.0,65.0,2,446,1,0,0,0,1,0,1.0,9.0
37,408907,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,3,1.0,0.0,50.0,1,169,1,0,0,0,1,0,1.0,16.0
38,411452,f,ΑΜΠΕΛΟΚΗΠΟΙ,5,1.0,2.0,29.0,7,332,1,0,0,0,1,0,1.0,19.0
39,417223,f,ΙΛΙΣΙΑ,4,2.0,2.0,80.0,2,31,1,0,0,0,1,0,1.0,17.0
40,441091,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,3,1.0,1.0,60.0,7,24,1,0,0,0,1,0,1.0,20.0
41,448768,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,5,2.0,2.0,55.0,7,67,1,0,0,0,1,0,1.0,20.0
42,452159,f,ΝΕΑ ΚΥΨΕΛΗ,8,3.0,4.0,1741.0,2,56,1,0,0,0,1,0,2.0,15.0
43,469140,f,ΘΗΣΕΙΟ,4,1.0,2.0,138.0,2,60,1,0,0,0,1,0,1.0,19.0
44,470219,f,ΘΗΣΕΙΟ,4,1.0,2.0,81.0,1000,16,1,0,0,0,1,0,1.0,20.0
45,474719,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,50.0,1,248,1,0,0,0,1,0,1.0,19.0
46,478626,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,120.0,1,1,1,0,0,0,1,0,1.0,6.0
47,484852,f,ΠΕΔΙΟ ΑΡΕΩΣ,4,1.0,2.0,23.0,5,52,1,0,0,0,1,0,1.0,20.0
48,484925,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,2.0,3.0,125.0,1,255,1,0,0,0,1,0,1.0,18.0
49,495212,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,2.0,50.0,7,11,1,0,0,0,1,0,1.0,20.0
50,496416,t,ΚΕΡΑΜΕΙΚΟΣ,4,1.0,0.0,57.0,2,8,1,0,0,0,1,0,1.0,19.0
51,496503,t,ΚΕΡΑΜΕΙΚΟΣ,8,2.0,2.0,120.0,2,8,1,0,0,0,1,0,2.5,19.0
52,496561,t,ΑΚΡΟΠΟΛΗ,3,1.0,1.0,80.0,1,17,1,0,0,0,1,0,1.0,15.0
53,497502,f,ΣΤΑΔΙΟ,4,1.0,4.0,131.0,1,9,1,0,0,0,1,0,1.0,12.0
54,498604,t,ΑΚΡΟΠΟΛΗ,4,2.0,2.0,40.0,3,102,1,0,0,0,1,0,1.0,18.0
55,502779,t,ΚΕΡΑΜΕΙΚΟΣ,16,5.0,6.0,321.0,2,33,1,0,0,0,1,0,5.5,19.0
56,502842,t,ΚΕΡΑΜΕΙΚΟΣ,4,1.0,1.0,57.0,2,7,1,0,0,0,1,0,1.0,19.0
57,502879,t,ΚΕΡΑΜΕΙΚΟΣ,4,1.0,2.0,56.0,2,20,1,0,0,0,1,0,1.0,18.0
58,505720,f,ΣΤΑΔΙΟ,5,2.0,4.0,121.0,1,18,1,0,0,0,1,0,1.0,12.0
59,505769,f,ΣΤΑΔΙΟ,4,1.0,3.0,63.0,1,5,1,0,0,0,1,0,1.0,12.0
60,536123,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2,1.0,1.0,62.0,3,34,1,0,0,0,1,0,1.0,20.0
61,536197,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,1.0,88.0,2,32,1,0,0,0,1,0,1.0,19.0
62,540986,f,ΣΤΑΔΙΟ,2,1.0,1.0,131.0,1,98,1,0,0,0,1,0,1.0,12.0
63,541001,f,ΣΤΑΔΙΟ,4,1.0,2.0,121.0,1,4,1,0,0,0,1,0,1.0,8.0
64,545520,f,ΣΤΑΔΙΟ,2,1.0,2.0,79.0,1,76,1,0,0,0,1,0,1.0,12.0
65,545616,f,ΣΤΑΔΙΟ,4,1.0,2.0,170.0,1,0,1,0,0,0,1,0,1.0,12.0
66,565235,f,ΠΕΤΡΑΛΩΝΑ,5,2.0,0.0,60.0,3,14,1,0,0,0,1,0,1.5,15.0
67,571492,t,ΓΟΥΒΑ,13,4.0,11.0,323.0,3,13,1,0,0,0,1,0,4.0,19.0
68,571876,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,2.0,38.0,2,367,1,0,0,0,1,0,1.0,16.0
69,572435,t,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,8,3.0,5.0,184.0,3,10,1,0,0,0,1,0,2.0,16.0
70,590287,f,ΠΡΟΜΠΟΝΑ,4,1.0,1.0,28.0,2,246,1,0,0,0,1,0,1.0,19.0
71,593916,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,70.0,2,142,1,0,0,0,1,0,1.0,14.0
72,596137,f,ΓΟΥΔΙ,4,1.0,1.0,32.0,3,66,1,0,0,0,1,0,1.5,13.0
73,631150,t,ΑΚΡΟΠΟΛΗ,4,1.0,3.0,75.0,2,186,1,0,0,0,1,0,1.0,19.0
74,641721,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,5.0,600.0,7,0,1,0,0,0,1,0,2.0,6.0
75,644785,t,ΓΚΑΖΙ,5,3.0,3.0,33.0,2,271,1,0,0,0,1,0,1.0,19.0
76,653639,t,ΚΕΡΑΜΕΙΚΟΣ,8,2.0,2.0,120.0,2,27,1,0,0,0,1,0,2.5,19.0
77,681173,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,50.0,5,38,1,0,0,0,1,0,1.5,18.0
78,688483,f,ΣΤΑΔΙΟ,2,1.0,1.0,25.0,2,109,0,0,1,0,0,1,1.0,19.0
79,691025,f,ΣΤΑΔΙΟ,6,2.0,3.0,55.0,2,57,1,0,0,0,1,0,1.0,18.0
80,695173,f,ΝΕΟΣ ΚΟΣΜΟΣ,5,2.0,3.0,90.0,5,223,1,0,0,0,1,0,2.0,20.0
81,699974,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,2.0,1.0,39.0,3,84,1,0,0,0,1,0,1.0,19.0
82,702480,t,ΚΟΛΩΝΟΣ,4,1.0,2.0,32.0,3,462,1,0,0,0,1,0,1.0,8.0
83,709960,f,ΘΗΣΕΙΟ,4,2.0,2.0,50.0,5,126,1,0,0,0,1,0,1.0,19.0
84,711554,t,ΑΚΡΟΠΟΛΗ,8,2.0,5.0,52.0,3,303,1,0,0,0,1,0,1.0,18.0
85,718941,t,ΠΑΓΚΡΑΤΙ,12,4.0,8.0,301.0,3,6,1,0,0,0,1,0,4.0,16.0
86,724485,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,22.0,3,463,1,0,0,0,1,0,1.0,18.0
87,725215,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,8,2.0,8.0,45.0,2,16,1,0,0,0,1,0,1.0,15.0
88,726412,f,ΠΕΤΡΑΛΩΝΑ,1,1.0,1.0,25.0,19,4,0,0,1,0,0,1,1.0,9.0
89,727374,t,ΝΙΡΒΑΝΑ,4,2.0,2.0,25.0,3,445,1,0,0,0,1,0,1.0,17.0
90,751280,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,2.0,2.0,79.0,6,87,1,0,0,0,1,0,1.0,18.0
91,752058,f,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,2,1.0,0.0,45.0,3,175,1,0,0,0,1,0,1.0,19.0
92,758870,f,ΚΕΡΑΜΕΙΚΟΣ,4,2.0,4.0,59.0,1,73,1,0,0,0,1,0,1.0,7.0
93,767272,f,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,4,2.0,1.0,350.0,3,2,1,0,0,0,1,0,3.5,10.0
94,778192,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,2.0,4.0,67.0,2,50,1,0,0,0,1,0,1.0,10.0
95,783955,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,1.0,70.0,3,0,1,0,0,0,1,0,2.0,11.0
96,784414,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,7,2.0,7.0,30.0,1,1,1,0,0,0,1,0,1.5,11.0
97,800755,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,255.0,2,277,1,0,0,0,1,0,1.0,20.0
98,807239,f,ΑΝΩ ΠΑΤΗΣΙΑ,2,1.0,1.0,30.0,3,5,1,0,0,0,1,0,1.0,15.0
99,809874,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,2.0,74.0,3,77,1,0,0,0,1,0,1.0,18.0
100,814119,f,ΚΟΛΩΝΑΚΙ,3,1.0,2.0,120.0,1,3,1,0,0,0,1,0,1.0,19.0
101,814643,f,ΑΜΠΕΛΟΚΗΠΟΙ,4,2.0,3.0,35.0,3,30,1,0,0,0,1,0,1.0,9.0
102,868095,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,2.0,55.0,4,30,1,0,0,0,1,0,1.0,15.0
103,878526,f,ΙΛΙΣΙΑ,6,2.0,2.0,60.0,2,23,1,0,0,0,1,0,1.0,19.0
104,886724,f,ΚΥΨΕΛΗ,2,1.0,1.0,45.0,3,19,1,0,0,0,1,0,1.0,15.0
105,891184,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2,1.0,1.0,40.0,2,46,0,0,1,0,0,1,1.0,6.0
106,896212,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,40.0,2,341,1,0,0,0,1,0,1.0,18.0
107,905315,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,1.0,0.0,40.0,2,362,1,0,0,0,1,0,1.0,18.0
108,906698,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,5,2.0,3.0,130.0,2,282,1,0,0,0,1,0,1.5,19.0
109,912287,f,ΑΝΩ ΚΥΨΕΛΗ,3,1.0,0.0,18.0,30,114,1,0,0,0,1,0,1.0,16.0
110,912425,t,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,5,2.0,4.0,50.0,7,56,1,0,0,0,1,0,1.5,14.0
111,918776,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,2,1.0,1.0,40.0,3,389,1,0,0,0,1,0,1.0,14.0
112,918812,t,ΑΚΡΟΠΟΛΗ,2,1.0,1.0,32.0,2,363,1,0,0,0,1,0,1.0,8.0
113,940213,t,ΚΕΡΑΜΕΙΚΟΣ,12,3.0,3.0,176.0,2,23,1,0,0,0,1,0,3.5,19.0
114,947552,t,ΚΟΛΩΝΑΚΙ,5,1.0,2.0,60.0,4,35,1,0,0,0,1,0,1.0,17.0
115,956127,t,ΚΟΛΩΝΑΚΙ,6,3.0,4.0,137.0,2,181,1,0,0,0,1,0,1.5,20.0
116,956538,f,ΚΕΡΑΜΕΙΚΟΣ,4,2.0,2.0,90.0,7,11,1,0,0,0,1,0,1.5,14.0
117,968409,f,ΓΟΥΔΙ,4,2.0,4.0,73.0,2,12,1,0,0,0,1,0,2.0,8.0
118,974442,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,3,3.0,3.0,34.0,3,5,1,0,0,0,1,0,1.0,15.0
119,1004858,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,4,2.0,3.0,150.0,2,32,1,0,0,0,1,0,1.0,20.0
120,1046994,t,ΚΕΡΑΜΕΙΚΟΣ,16,4.0,4.0,242.0,2,24,1,0,0,0,1,0,4.5,19.0
121,1085660,f,ΝΕΟΣ ΚΟΣΜΟΣ,3,1.0,2.0,50.0,3,33,1,0,0,0,1,0,1.0,20.0
122,1090225,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,8,3.0,9.0,50.0,2,21,1,0,0,0,1,0,1.5,19.0
123,1094063,t,ΑΚΡΟΠΟΛΗ,4,1.0,2.0,65.0,1,344,1,0,0,0,1,0,1.0,20.0
124,1116076,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,2.0,3.0,70.0,2,64,1,0,0,0,1,0,1.5,13.0
125,1122600,f,ΘΗΣΕΙΟ,4,1.0,3.0,55.0,2,202,1,0,0,0,1,0,1.0,15.0
126,1154316,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,1.0,60.0,2,108,1,0,0,0,1,0,1.0,11.0
127,1177492,f,ΖΑΠΠΕΙΟ,3,1.0,1.0,35.0,1,745,1,0,0,0,1,0,1.0,16.0
128,1208210,t,ΑΚΡΟΠΟΛΗ,2,1.0,1.0,64.0,2,283,1,0,0,0,1,0,1.0,19.0
129,1211595,f,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,2,1.0,1.0,30.0,3,8,1,0,0,0,1,0,1.0,8.0
130,1214643,f,ΑΜΠΕΛΟΚΗΠΟΙ,3,2.0,2.0,40.0,2,172,1,0,0,0,1,0,1.0,20.0
131,1215055,t,ΑΚΡΟΠΟΛΗ,6,2.0,4.0,239.0,2,234,1,0,0,0,1,0,2.5,19.0
132,1216176,f,ΑΚΡΟΠΟΛΗ,6,2.0,3.0,145.0,3,199,1,0,0,0,1,0,2.0,14.0
133,1219269,f,ΛΥΚΑΒΗΤΤΟΣ,2,1.0,1.0,27.0,3,10,1,0,0,0,1,0,1.0,13.0
134,1222185,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,4,2.0,3.0,144.0,3,58,1,0,0,0,1,0,1.0,20.0
135,1223199,t,ΚΥΨΕΛΗ,2,1.0,2.0,30.0,3,151,0,0,1,0,0,1,1.5,20.0
136,1245373,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,5,2.0,4.0,60.0,1,63,1,0,0,0,1,0,1.0,11.0
137,1259830,t,ΚΕΡΑΜΕΙΚΟΣ,3,1.0,1.0,52.0,1,211,1,0,0,0,1,0,1.0,19.0
138,1272844,t,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,2,1.0,1.0,25.0,3,163,1,0,0,0,1,0,1.0,18.0
139,1274262,f,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,5,2.0,4.0,53.0,2,13,1,0,0,0,1,0,1.5,12.0
140,1286210,f,ΑΜΠΕΛΟΚΗΠΟΙ,2,1.0,1.0,48.0,5,8,1,0,0,0,1,0,1.0,10.0
141,1315027,f,ΙΛΙΣΙΑ,4,2.0,2.0,69.0,444,12,1,0,0,0,1,0,1.0,9.0
142,1368303,f,ΑΜΠΕΛΟΚΗΠΟΙ,6,2.0,3.0,50.0,1,272,1,0,0,0,1,0,1.5,20.0
143,1372935,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,2.0,3.0,80.0,2,45,1,0,0,0,1,0,1.0,19.0
144,1374299,t,ΝΙΡΒΑΝΑ,6,2.0,2.0,32.0,2,386,1,0,0,0,1,0,1.0,19.0
145,1426453,t,ΚΕΡΑΜΕΙΚΟΣ,6,1.0,4.0,50.0,1,80,1,0,0,0,1,0,1.5,19.0
146,1447443,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,3,1.0,2.0,49.0,1,326,1,0,0,0,1,0,1.0,20.0
147,1452284,f,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,6,2.0,2.0,112.0,2,88,1,0,0,0,1,0,1.5,18.0
148,1470809,f,ΑΚΡΟΠΟΛΗ,4,3.0,3.0,100.0,3,3,1,0,0,0,1,0,2.0,5.0
149,1473284,f,ΑΚΡΟΠΟΛΗ,2,1.0,1.0,40.0,2,15,0,0,1,0,1,0,1.0,8.0
150,1473469,t,ΚΥΨΕΛΗ,2,1.0,1.0,30.0,3,83,0,0,1,0,0,1,1.5,20.0
151,1484797,t,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,4,1.0,2.0,60.0,3,560,1,0,0,0,1,0,1.0,20.0
152,1499953,f,ΛΥΚΑΒΗΤΤΟΣ,6,2.0,3.0,139.0,2,135,1,0,0,0,1,0,2.0,19.0
153,1516652,f,ΠΕΤΡΑΛΩΝΑ,5,1.0,1.0,44.0,1,0,1,0,0,0,1,0,0.0,12.0
154,1529526,t,ΚΟΛΩΝΟΣ,2,1.0,1.0,45.0,2,401,1,0,0,0,1,0,1.0,7.0
155,1568065,t,ΚΟΛΩΝΑΚΙ,2,1.0,2.0,85.0,6,66,1,0,0,0,1,0,1.5,8.0
156,1575982,f,ΚΟΛΩΝΑΚΙ,2,1.0,1.0,45.0,5,16,1,0,0,0,1,0,1.0,18.0
157,1627870,t,ΠΕΤΡΑΛΩΝΑ,2,1.0,2.0,74.0,30,10,1,0,0,0,1,0,1.0,18.0
158,1639002,f,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,46.0,3,3,1,0,0,0,1,0,1.0,18.0
159,1654320,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,72.0,3,29,1,0,0,0,1,0,1.0,18.0
160,1659222,f,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,1.0,37.0,5,0,1,0,0,0,1,0,1.0,9.0
161,1672696,t,ΒΟΤΑΝΙΚΟΣ,6,2.0,3.0,78.0,2,34,1,0,0,0,1,0,2.0,19.0
162,1676813,f,ΘΗΣΕΙΟ,3,1.0,0.0,48.0,5,14,1,0,0,0,1,0,1.0,11.0
163,1708578,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,19.0,5,67,1,0,0,0,1,0,1.5,16.0
164,1728675,t,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,2,1.0,3.0,35.0,3,243,1,0,0,0,1,0,1.0,19.0
165,1734269,t,ΝΕΟΣ ΚΟΣΜΟΣ,4,1.0,2.0,23.0,3,134,1,0,0,0,1,0,1.0,18.0
166,1743425,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,1.0,53.0,3,216,1,0,0,0,1,0,1.0,17.0
167,1793287,f,ΚΟΛΩΝΑΚΙ,4,2.0,4.0,120.0,3,0,1,0,0,0,1,0,1.5,13.0
168,1826249,t,ΓΚΥΖΗ,2,1.0,1.0,22.0,1,243,0,0,1,0,0,1,1.0,12.0
169,1845240,f,ΠΑΓΚΡΑΤΙ,4,1.0,1.0,35.0,2,345,1,0,0,0,1,0,1.0,18.0
170,1895040,f,ΚΥΨΕΛΗ,7,2.0,3.0,64.0,3,32,1,0,0,0,1,0,1.5,18.0
171,1900810,t,ΚΟΛΩΝΑΚΙ,2,1.0,1.0,76.0,5,5,1,0,0,0,1,0,1.0,19.0
172,1927601,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,2,1.0,2.0,65.0,1,23,1,0,0,0,1,0,1.0,14.0
173,1952753,t,ΝΕΑ ΚΥΨΕΛΗ,4,1.0,3.0,40.0,2,123,1,0,0,0,1,0,1.0,17.0
174,1980894,f,ΝΕΟΣ ΚΟΣΜΟΣ,8,4.0,8.0,260.0,7,2,0,0,1,0,1,0,2.0,3.0
175,1989905,f,ΚΕΡΑΜΕΙΚΟΣ,7,2.0,4.0,147.0,2,84,1,0,0,0,1,0,2.0,19.0
176,2025216,t,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,2,1.0,2.0,57.0,4,2,1,0,0,0,1,0,1.0,20.0
177,2058736,f,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,3,1.0,0.0,40.0,6,4,1,0,0,0,1,0,1.0,11.0
178,2064939,t,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,4,1.0,2.0,68.0,2,20,1,0,0,0,1,0,1.0,20.0
179,2069270,t,ΚΟΛΩΝΑΚΙ,6,2.0,3.0,172.0,3,20,1,0,0,0,1,0,1.0,19.0
180,2108703,f,ΑΚΡΟΠΟΛΗ,3,1.0,1.0,43.0,1,297,1,0,0,0,1,0,1.0,18.0
181,2133917,f,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,10,3.0,5.0,286.0,1,311,1,0,0,0,1,0,2.0,18.0
182,2148876,f,ΓΟΥΔΙ,4,2.0,2.0,70.0,7,24,1,0,0,0,1,0,2.0,18.0
